entity_id,dataset,known_pct,unknown_pct,raw_weight,required_weight
UNITED-BY-BLUE-0525,STRAIN,0,1,0,1.75
PACT-0526,STRUCTURAL,0.2,0.8,0.5,2.5
PACT-0526,COMPLEXITY,0,1,0,2
PACT-0526,STRAIN,0,1,0,1.75
KNOWN-SUPPLY-0527,STRUCTURAL,0,1,0,2.5
KNOWN-SUPPLY-0527,COMPLEXITY,0,1,0,2
KNOWN-SUPPLY-0527,STRAIN,0.171,0.829,0.3,1.75
TONLE-0528,STRUCTURAL,0.2,0.8,0.5,2.5
TONLE-0528,COMPLEXITY,0,1,0,2
TONLE-0528,STRAIN,0,1,0,1.75
ABLE-0529,STRUCTURAL,0.12,0.88,0.3,2.5
ABLE-0529,COMPLEXITY,0,1,0,2
ABLE-0529,STRAIN,0,1,0,1.75
MATA-TRADERS-0530,STRUCTURAL,0.2,0.8,0.5,2.5
MATA-TRADERS-0530,COMPLEXITY,0,1,0,2
MATA-TRADERS-0530,STRAIN,0,1,0,1.75
RAVEN-LILY-0531,STRUCTURAL,0.12,0.88,0.3,2.5
RAVEN-LILY-0531,COMPLEXITY,0,1,0,2
RAVEN-LILY-0531,STRAIN,0,1,0,1.75
NOONDAY-COLLECTION-0532,STRUCTURAL,0.12,0.88,0.3,2.5
NOONDAY-COLLECTION-0532,COMPLEXITY,0,1,0,2
NOONDAY-COLLECTION-0532,STRAIN,0,1,0,1.75
SOKO-0533,STRUCTURAL,0.12,0.88,0.3,2.5
SOKO-0533,COMPLEXITY,0,1,0,2
SOKO-0533,STRAIN,0,1,0,1.75
THE-CITIZENRY-0534,STRUCTURAL,0.12,0.88,0.3,2.5
THE-CITIZENRY-0534,COMPLEXITY,0,1,0,2
THE-CITIZENRY-0534,STRAIN,0,1,0,1.75
MADE-TRADE-0535,STRUCTURAL,0.2,0.8,0.5,2.5
MADE-TRADE-0535,COMPLEXITY,0,1,0,2
MADE-TRADE-0535,STRAIN,0,1,0,1.75
AVOCADO-GREEN-BRANDS-0536,STRUCTURAL,0.2,0.8,0.5,2.5
AVOCADO-GREEN-BRANDS-0536,COMPLEXITY,0,1,0,2
AVOCADO-GREEN-BRANDS-0536,STRAIN,0,1,0,1.75
PLUSHBEDS-0537,STRUCTURAL,0.12,0.88,0.3,2.5
PLUSHBEDS-0537,COMPLEXITY,0,1,0,2
PLUSHBEDS-0537,STRAIN,0,1,0,1.75
SAATVA-0538,STRUCTURAL,0.12,0.88,0.3,2.5
SAATVA-0538,COMPLEXITY,0,1,0,2
SAATVA-0538,STRAIN,0,1,0,1.75
EIGHT-SLEEP-0539,STRUCTURAL,0.12,0.88,0.3,2.5
EIGHT-SLEEP-0539,COMPLEXITY,0,1,0,2
EIGHT-SLEEP-0539,STRAIN,0,1,0,1.75
BRYTE-0540,STRUCTURAL,0.2,0.8,0.5,2.5
BRYTE-0540,COMPLEXITY,0,1,0,2
BRYTE-0540,STRAIN,0,1,0,1.75
SLEEP-NUMBER-DTC-0541,STRUCTURAL,0.2,0.8,0.5,2.5
SLEEP-NUMBER-DTC-0541,COMPLEXITY,0,1,0,2
SLEEP-NUMBER-DTC-0541,STRAIN,0,1,0,1.75
CASPER-LABS-0542,STRUCTURAL,0.2,0.8,0.5,2.5
CASPER-LABS-0542,COMPLEXITY,0,1,0,2
CASPER-LABS-0542,STRAIN,0,1,0,1.75
HELIX-DNA-0543,STRUCTURAL,0.2,0.8,0.5,2.5
HELIX-DNA-0543,COMPLEXITY,0,1,0,2
HELIX-DNA-0543,STRAIN,0,1,0,1.75
23ANDME-WELLNESS-0544,STRUCTURAL,0.2,0.8,0.5,2.5
23ANDME-WELLNESS-0544,COMPLEXITY,0,1,0,2
23ANDME-WELLNESS-0544,STRAIN,0,1,0,1.75
VIOME-0545,STRUCTURAL,0.12,0.88,0.3,2.5
VIOME-0545,COMPLEXITY,0,1,0,2
VIOME-0545,STRAIN,0,1,0,1.75
INSIDETRACKER-0546,STRUCTURAL,0.12,0.88,0.3,2.5
INSIDETRACKER-0546,COMPLEXITY,0,1,0,2
INSIDETRACKER-0546,STRAIN,0,1,0,1.75
LEVELS-HEALTH-0547,STRUCTURAL,0.12,0.88,0.3,2.5
LEVELS-HEALTH-0547,COMPLEXITY,0,1,0,2
LEVELS-HEALTH-0547,STRAIN,0,1,0,1.75
WHOOP-0548,STRUCTURAL,0.12,0.88,0.3,2.5
WHOOP-0548,COMPLEXITY,0,1,0,2
WHOOP-0548,STRAIN,0,1,0,1.75
OURA-0549,STRUCTURAL,0.2,0.8,0.5,2.5
OURA-0549,COMPLEXITY,0,1,0,2
OURA-0549,STRAIN,0,1,0,1.75
FITBIT-U-S-0550,STRUCTURAL,0.2,0.8,0.5,2.5
FITBIT-U-S-0550,COMPLEXITY,0,1,0,2
FITBIT-U-S-0550,STRAIN,0,1,0,1.75
GARMIN-WELLNESS-0551,STRUCTURAL,0.12,0.88,0.3,2.5
GARMIN-WELLNESS-0551,COMPLEXITY,0,1,0,2
GARMIN-WELLNESS-0551,STRAIN,0,1,0,1.75
HYPERICE-0552,STRUCTURAL,0.12,0.88,0.3,2.5
HYPERICE-0552,COMPLEXITY,0,1,0,2
HYPERICE-0552,STRAIN,0,1,0,1.75
THERABODY-0553,STRUCTURAL,0.2,0.8,0.5,2.5
THERABODY-0553,COMPLEXITY,0,1,0,2
THERABODY-0553,STRAIN,0,1,0,1.75
HYDROW-0554,STRUCTURAL,0.12,0.88,0.3,2.5
HYDROW-0554,COMPLEXITY,0,1,0,2
HYDROW-0554,STRAIN,0,1,0,1.75
TONAL-0555,STRUCTURAL,0.2,0.8,0.5,2.5
TONAL-0555,COMPLEXITY,0,1,0,2
TONAL-0555,STRAIN,0,1,0,1.75
MIRROR-BY-LULULEMON-0556,STRUCTURAL,0.2,0.8,0.5,2.5
MIRROR-BY-LULULEMON-0556,COMPLEXITY,0,1,0,2
MIRROR-BY-LULULEMON-0556,STRAIN,0,1,0,1.75
PELOTON-DTC-0557,STRUCTURAL,0.2,0.8,0.5,2.5
PELOTON-DTC-0557,COMPLEXITY,0,1,0,2
PELOTON-DTC-0557,STRAIN,0,1,0,1.75
NORDICTRACK-0558,STRUCTURAL,0.12,0.88,0.3,2.5
NORDICTRACK-0558,COMPLEXITY,0,1,0,2
NORDICTRACK-0558,STRAIN,0,1,0,1.75
SOLE-FITNESS-0559,STRUCTURAL,0.12,0.88,0.3,2.5
SOLE-FITNESS-0559,COMPLEXITY,0,1,0,2
SOLE-FITNESS-0559,STRAIN,0,1,0,1.75
BOWFLEX-0560,STRUCTURAL,0.2,0.8,0.5,2.5
BOWFLEX-0560,COMPLEXITY,0,1,0,2
BOWFLEX-0560,STRAIN,0,1,0,1.75
TEMPO-0561,STRUCTURAL,0.12,0.88,0.3,2.5
TEMPO-0561,COMPLEXITY,0,1,0,2
TEMPO-0561,STRAIN,0,1,0,1.75
FIGHTCAMP-0562,STRUCTURAL,0.12,0.88,0.3,2.5
FIGHTCAMP-0562,COMPLEXITY,0,1,0,2
FIGHTCAMP-0562,STRAIN,0,1,0,1.75
BRILLIANT-LABS-0563,STRUCTURAL,0.2,0.8,0.5,2.5
BRILLIANT-LABS-0563,COMPLEXITY,0,1,0,2
BRILLIANT-LABS-0563,STRAIN,0,1,0,1.75
RAY-BAN-META-U-S-0564,STRUCTURAL,0.2,0.8,0.5,2.5
RAY-BAN-META-U-S-0564,COMPLEXITY,0,1,0,2
RAY-BAN-META-U-S-0564,STRAIN,0,1,0,1.75
MOJO-VISION-0565,STRUCTURAL,0.12,0.88,0.3,2.5
MOJO-VISION-0565,COMPLEXITY,0,1,0,2
MOJO-VISION-0565,STRAIN,0,1,0,1.75
HUMANE-AI-0566,STRUCTURAL,0.12,0.88,0.3,2.5
HUMANE-AI-0566,COMPLEXITY,0,1,0,2
HUMANE-AI-0566,STRAIN,0,1,0,1.75
RABBIT-INC-0567,STRUCTURAL,0.12,0.88,0.3,2.5
RABBIT-INC-0567,COMPLEXITY,0,1,0,2
RABBIT-INC-0567,STRAIN,0,1,0,1.75
REWIND-AI-0568,STRUCTURAL,0.12,0.88,0.3,2.5
REWIND-AI-0568,COMPLEXITY,0,1,0,2
REWIND-AI-0568,STRAIN,0,1,0,1.75
ARIA-INSIGHTS-0569,STRUCTURAL,0.2,0.8,0.5,2.5
ARIA-INSIGHTS-0569,COMPLEXITY,0,1,0,2
ARIA-INSIGHTS-0569,STRAIN,0,1,0,1.75
SKYDIO-0570,STRUCTURAL,0.12,0.88,0.3,2.5
SKYDIO-0570,COMPLEXITY,0,1,0,2
SKYDIO-0570,STRAIN,0,1,0,1.75
ANDURIL-0571,STRUCTURAL,0.2,0.8,0.5,2.5
ANDURIL-0571,COMPLEXITY,0,1,0,2
ANDURIL-0571,STRAIN,0,1,0,1.75
SHIELD-AI-0572,STRUCTURAL,0.12,0.88,0.3,2.5
SHIELD-AI-0572,COMPLEXITY,0,1,0,2
SHIELD-AI-0572,STRAIN,0,1,0,1.75
PALANTIR-COMMERCIAL-0573,STRUCTURAL,0.2,0.8,0.5,2.5
PALANTIR-COMMERCIAL-0573,COMPLEXITY,0,1,0,2
PALANTIR-COMMERCIAL-0573,STRAIN,0,1,0,1.75
C3-AI-0574,STRUCTURAL,0.12,0.88,0.3,2.5
C3-AI-0574,COMPLEXITY,0,1,0,2
C3-AI-0574,STRAIN,0,1,0,1.75
DATABRICKS-GTM-0575,STRUCTURAL,0.2,0.8,0.5,2.5
DATABRICKS-GTM-0575,COMPLEXITY,0,1,0,2
DATABRICKS-GTM-0575,STRAIN,0,1,0,1.75
SNOWFLAKE-SMB-0576,STRUCTURAL,0.12,0.88,0.3,2.5
SNOWFLAKE-SMB-0576,COMPLEXITY,0,1,0,2
SNOWFLAKE-SMB-0576,STRAIN,0,1,0,1.75
HASHICORP-0577,STRUCTURAL,0.2,0.8,0.5,2.5
HASHICORP-0577,COMPLEXITY,0,1,0,2
HASHICORP-0577,STRAIN,0,1,0,1.75
GITLAB-0578,STRUCTURAL,0.2,0.8,0.5,2.5
GITLAB-0578,COMPLEXITY,0,1,0,2
GITLAB-0578,STRAIN,0,1,0,1.75
CIRCLECI-0579,STRUCTURAL,0.12,0.88,0.3,2.5
CIRCLECI-0579,COMPLEXITY,0,1,0,2
CIRCLECI-0579,STRAIN,0,1,0,1.75
LAUNCHDARKLY-0580,STRUCTURAL,0,1,0,2.5
LAUNCHDARKLY-0580,COMPLEXITY,0,1,0,2
LAUNCHDARKLY-0580,STRAIN,0.171,0.829,0.3,1.75
FIGMA-0581,STRUCTURAL,0.2,0.8,0.5,2.5
FIGMA-0581,COMPLEXITY,0,1,0,2
FIGMA-0581,STRAIN,0,1,0,1.75
NOTION-0582,STRUCTURAL,0.12,0.88,0.3,2.5
NOTION-0582,COMPLEXITY,0,1,0,2
NOTION-0582,STRAIN,0,1,0,1.75
AIRTABLE-0583,STRUCTURAL,0.12,0.88,0.3,2.5
AIRTABLE-0583,COMPLEXITY,0,1,0,2
AIRTABLE-0583,STRAIN,0,1,0,1.75
CANVA-U-S-0584,STRUCTURAL,0.2,0.8,0.5,2.5
CANVA-U-S-0584,COMPLEXITY,0,1,0,2
CANVA-U-S-0584,STRAIN,0,1,0,1.75
ZAPIER-0585,STRUCTURAL,0.2,0.8,0.5,2.5
ZAPIER-0585,COMPLEXITY,0,1,0,2
ZAPIER-0585,STRAIN,0,1,0,1.75
WEBFLOW-0586,STRUCTURAL,0.2,0.8,0.5,2.5
WEBFLOW-0586,COMPLEXITY,0,1,0,2
WEBFLOW-0586,STRAIN,0,1,0,1.75
VERCEL-0587,STRUCTURAL,0.12,0.88,0.3,2.5
VERCEL-0587,COMPLEXITY,0,1,0,2
VERCEL-0587,STRAIN,0,1,0,1.75
NETLIFY-0588,STRUCTURAL,0.2,0.8,0.5,2.5
NETLIFY-0588,COMPLEXITY,0,1,0,2
NETLIFY-0588,STRAIN,0,1,0,1.75
RENDER-0589,STRUCTURAL,0.12,0.88,0.3,2.5
RENDER-0589,COMPLEXITY,0,1,0,2
RENDER-0589,STRAIN,0,1,0,1.75
RAILWAY-0590,STRUCTURAL,0.2,0.8,0.5,2.5
RAILWAY-0590,COMPLEXITY,0,1,0,2
RAILWAY-0590,STRAIN,0,1,0,1.75
SUPABASE-0591,STRUCTURAL,0.12,0.88,0.3,2.5
SUPABASE-0591,COMPLEXITY,0,1,0,2
SUPABASE-0591,STRAIN,0,1,0,1.75
MONGODB-COMMERCIAL-0592,STRUCTURAL,0.2,0.8,0.5,2.5
MONGODB-COMMERCIAL-0592,COMPLEXITY,0,1,0,2
MONGODB-COMMERCIAL-0592,STRAIN,0,1,0,1.75
ELASTIC-0593,STRUCTURAL,0.12,0.88,0.3,2.5
ELASTIC-0593,COMPLEXITY,0,1,0,2
ELASTIC-0593,STRAIN,0,1,0,1.75
DATADOG-SMB-0594,STRUCTURAL,0.12,0.88,0.3,2.5
DATADOG-SMB-0594,COMPLEXITY,0,1,0,2
DATADOG-SMB-0594,STRAIN,0,1,0,1.75
CLOUDFLARE-REVENUE-0595,STRUCTURAL,0.2,0.8,0.5,2.5
CLOUDFLARE-REVENUE-0595,COMPLEXITY,0,1,0,2
CLOUDFLARE-REVENUE-0595,STRAIN,0,1,0,1.75
FASTLY-0596,STRUCTURAL,0.12,0.88,0.3,2.5
FASTLY-0596,COMPLEXITY,0,1,0,2
FASTLY-0596,STRAIN,0,1,0,1.75
TWILIO-SEGMENT-0597,STRUCTURAL,0.2,0.8,0.5,2.5
TWILIO-SEGMENT-0597,COMPLEXITY,0,1,0,2
TWILIO-SEGMENT-0597,STRAIN,0,1,0,1.75
STRIPE-ATLAS-0598,STRUCTURAL,0.12,0.88,0.3,2.5
STRIPE-ATLAS-0598,COMPLEXITY,0,1,0,2
STRIPE-ATLAS-0598,STRAIN,0,1,0,1.75
PLAID-0599,STRUCTURAL,0.2,0.8,0.5,2.5
PLAID-0599,COMPLEXITY,0,1,0,2
PLAID-0599,STRAIN,0,1,0,1.75
MARQETA-0600,STRUCTURAL,0.12,0.88,0.3,2.5
MARQETA-0600,COMPLEXITY,0,1,0,2
MARQETA-0600,STRAIN,0,1,0,1.75
RIPPLE-U-S-0601,STRUCTURAL,0.12,0.88,0.3,2.5
RIPPLE-U-S-0601,COMPLEXITY,0,1,0,2
RIPPLE-U-S-0601,STRAIN,0,1,0,1.75
COINBASE-COMMERCIAL-0602,STRUCTURAL,0.2,0.8,0.5,2.5
COINBASE-COMMERCIAL-0602,COMPLEXITY,0,1,0,2
COINBASE-COMMERCIAL-0602,STRAIN,0,1,0,1.75
KRAKEN-0603,STRUCTURAL,0.12,0.88,0.3,2.5
KRAKEN-0603,COMPLEXITY,0,1,0,2
KRAKEN-0603,STRAIN,0,1,0,1.75
GEMINI-0604,STRUCTURAL,0.12,0.88,0.3,2.5
GEMINI-0604,COMPLEXITY,0,1,0,2
GEMINI-0604,STRAIN,0,1,0,1.75
ROBINHOOD-INSTITUTIONAL-0605,STRUCTURAL,0.2,0.8,0.5,2.5
ROBINHOOD-INSTITUTIONAL-0605,COMPLEXITY,0,1,0,2
ROBINHOOD-INSTITUTIONAL-0605,STRAIN,0,1,0,1.75
SOFI-TECH-0606,STRUCTURAL,0.2,0.8,0.5,2.5
SOFI-TECH-0606,COMPLEXITY,0,1,0,2
SOFI-TECH-0606,STRAIN,0,1,0,1.75
CHIME-0607,STRUCTURAL,0.12,0.88,0.3,2.5
CHIME-0607,COMPLEXITY,0,1,0,2
CHIME-0607,STRAIN,0,1,0,1.75
VARO-BANK-0608,STRUCTURAL,0.2,0.8,0.5,2.5
VARO-BANK-0608,COMPLEXITY,0,1,0,2
VARO-BANK-0608,STRAIN,0,1,0,1.75
CURRENT-0609,STRUCTURAL,0,1,0,2.5
CURRENT-0609,COMPLEXITY,0,1,0,2
CURRENT-0609,STRAIN,0.171,0.829,0.3,1.75
STEP-0610,STRUCTURAL,0.2,0.8,0.5,2.5
STEP-0610,COMPLEXITY,0,1,0,2
STEP-0610,STRAIN,0,1,0,1.75
DAVE-0611,STRUCTURAL,0.12,0.88,0.3,2.5
DAVE-0611,COMPLEXITY,0,1,0,2
DAVE-0611,STRAIN,0,1,0,1.75
MONEYLION-0612,STRUCTURAL,0.12,0.88,0.3,2.5
MONEYLION-0612,COMPLEXITY,0,1,0,2
MONEYLION-0612,STRAIN,0,1,0,1.75
UPGRADE-0613,STRUCTURAL,0.12,0.88,0.3,2.5
UPGRADE-0613,COMPLEXITY,0,1,0,2
UPGRADE-0613,STRAIN,0,1,0,1.75
AVANT-0614,STRUCTURAL,0.12,0.88,0.3,2.5
AVANT-0614,COMPLEXITY,0,1,0,2
AVANT-0614,STRAIN,0,1,0,1.75
LENDINGCLUB-U-S-0615,STRUCTURAL,0.2,0.8,0.5,2.5
LENDINGCLUB-U-S-0615,COMPLEXITY,0,1,0,2
LENDINGCLUB-U-S-0615,STRAIN,0,1,0,1.75
AFFIRM-0616,STRUCTURAL,0.2,0.8,0.5,2.5
AFFIRM-0616,COMPLEXITY,0,1,0,2
AFFIRM-0616,STRAIN,0,1,0,1.75
KLARNA-U-S-0617,STRUCTURAL,0.2,0.8,0.5,2.5
KLARNA-U-S-0617,COMPLEXITY,0,1,0,2
KLARNA-U-S-0617,STRAIN,0,1,0,1.75
AFTERPAY-U-S-0618,STRUCTURAL,0.12,0.88,0.3,2.5
AFTERPAY-U-S-0618,COMPLEXITY,0,1,0,2
AFTERPAY-U-S-0618,STRAIN,0,1,0,1.75
BLOCK-CASH-APP-0619,STRUCTURAL,0.2,0.8,0.5,2.5
BLOCK-CASH-APP-0619,COMPLEXITY,0,1,0,2
BLOCK-CASH-APP-0619,STRAIN,0,1,0,1.75
PAYPAL-LABS-0620,STRUCTURAL,0.12,0.88,0.3,2.5
PAYPAL-LABS-0620,COMPLEXITY,0,1,0,2
PAYPAL-LABS-0620,STRAIN,0,1,0,1.75
SQUARE-0621,STRUCTURAL,0.2,0.8,0.5,2.5
SQUARE-0621,COMPLEXITY,0,1,0,2
SQUARE-0621,STRAIN,0,1,0,1.75
TOAST-0622,STRUCTURAL,0.12,0.88,0.3,2.5
TOAST-0622,COMPLEXITY,0,1,0,2
TOAST-0622,STRAIN,0,1,0,1.75
SHOPIFY-U-S-0623,STRUCTURAL,0.12,0.88,0.3,2.5
SHOPIFY-U-S-0623,COMPLEXITY,0,1,0,2
SHOPIFY-U-S-0623,STRAIN,0,1,0,1.75
BIGCOMMERCE-0624,STRUCTURAL,0.2,0.8,0.5,2.5
BIGCOMMERCE-0624,COMPLEXITY,0,1,0,2
BIGCOMMERCE-0624,STRAIN,0,1,0,1.75
WOOCOMMERCE-AUTOMATTIC-0625,STRUCTURAL,0.2,0.8,0.5,2.5
WOOCOMMERCE-AUTOMATTIC-0625,COMPLEXITY,0,1,0,2
WOOCOMMERCE-AUTOMATTIC-0625,STRAIN,0,1,0,1.75
ECWID-0626,STRUCTURAL,0.12,0.88,0.3,2.5
ECWID-0626,COMPLEXITY,0,1,0,2
ECWID-0626,STRAIN,0,1,0,1.75
SHIFT4-0627,STRUCTURAL,0.12,0.88,0.3,2.5
SHIFT4-0627,COMPLEXITY,0,1,0,2
SHIFT4-0627,STRAIN,0,1,0,1.75
LIGHTSPEED-0628,STRUCTURAL,0.12,0.88,0.3,2.5
LIGHTSPEED-0628,COMPLEXITY,0,1,0,2
LIGHTSPEED-0628,STRAIN,0,1,0,1.75
CLOVER-FISERV-SME-0629,STRUCTURAL,0.2,0.8,0.5,2.5
CLOVER-FISERV-SME-0629,COMPLEXITY,0,1,0,2
CLOVER-FISERV-SME-0629,STRAIN,0,1,0,1.75
NCR-DIGITAL-0630,STRUCTURAL,0.12,0.88,0.3,2.5
NCR-DIGITAL-0630,COMPLEXITY,0,1,0,2
NCR-DIGITAL-0630,STRAIN,0,1,0,1.75
UIPATH-0631,STRUCTURAL,0.12,0.88,0.3,2.5
UIPATH-0631,COMPLEXITY,0,1,0,2
UIPATH-0631,STRAIN,0,1,0,1.75
AUTOMATION-ANYWHERE-0632,STRUCTURAL,0.12,0.88,0.3,2.5
AUTOMATION-ANYWHERE-0632,COMPLEXITY,0,1,0,2
AUTOMATION-ANYWHERE-0632,STRAIN,0,1,0,1.75
CELONIS-0633,STRUCTURAL,0.12,0.88,0.3,2.5
CELONIS-0633,COMPLEXITY,0,1,0,2
CELONIS-0633,STRAIN,0,1,0,1.75
APPIAN-0634,STRUCTURAL,0.2,0.8,0.5,2.5
APPIAN-0634,COMPLEXITY,0,1,0,2
APPIAN-0634,STRAIN,0,1,0,1.75
PEGASYSTEMS-0635,STRUCTURAL,0.2,0.8,0.5,2.5
PEGASYSTEMS-0635,COMPLEXITY,0,1,0,2
PEGASYSTEMS-0635,STRAIN,0,1,0,1.75
SAMSARA-0636,STRUCTURAL,0.2,0.8,0.5,2.5
SAMSARA-0636,COMPLEXITY,0,1,0,2
SAMSARA-0636,STRAIN,0,1,0,1.75
FLEXPORT-0637,STRUCTURAL,0.12,0.88,0.3,2.5
FLEXPORT-0637,COMPLEXITY,0,1,0,2
FLEXPORT-0637,STRAIN,0,1,0,1.75
CONVOY-0638,STRUCTURAL,0.12,0.88,0.3,2.5
CONVOY-0638,COMPLEXITY,0,1,0,2
CONVOY-0638,STRAIN,0,1,0,1.75
UBER-FREIGHT-0639,STRUCTURAL,0.2,0.8,0.5,2.5
UBER-FREIGHT-0639,COMPLEXITY,0,1,0,2
UBER-FREIGHT-0639,STRAIN,0,1,0,1.75
LYFT-LOGISTICS-0640,STRUCTURAL,0.2,0.8,0.5,2.5
LYFT-LOGISTICS-0640,COMPLEXITY,0,1,0,2
LYFT-LOGISTICS-0640,STRAIN,0,1,0,1.75
DOORDASH-DRIVE-0641,STRUCTURAL,0.12,0.88,0.3,2.5
DOORDASH-DRIVE-0641,COMPLEXITY,0,1,0,2
DOORDASH-DRIVE-0641,STRAIN,0,1,0,1.75
INSTACART-PLATFORM-0642,STRUCTURAL,0.2,0.8,0.5,2.5
INSTACART-PLATFORM-0642,COMPLEXITY,0,1,0,2
INSTACART-PLATFORM-0642,STRAIN,0,1,0,1.75
GOPUFF-0643,STRUCTURAL,0.12,0.88,0.3,2.5
GOPUFF-0643,COMPLEXITY,0,1,0,2
GOPUFF-0643,STRAIN,0,1,0,1.75
GETIR-0644,STRUCTURAL,0.12,0.88,0.3,2.5
GETIR-0644,COMPLEXITY,0,1,0,2
GETIR-0644,STRAIN,0,1,0,1.75
FLINK-0645,STRUCTURAL,0.2,0.8,0.5,2.5
FLINK-0645,COMPLEXITY,0,1,0,2
FLINK-0645,STRAIN,0,1,0,1.75
GORILLAS-0646,STRUCTURAL,0.12,0.88,0.3,2.5
GORILLAS-0646,COMPLEXITY,0,1,0,2
GORILLAS-0646,STRAIN,0,1,0,1.75
BUY-NOW-U-S-0647,STRUCTURAL,0.2,0.8,0.5,2.5
BUY-NOW-U-S-0647,COMPLEXITY,0,1,0,2
BUY-NOW-U-S-0647,STRAIN,0,1,0,1.75
ZIPLINE-0648,STRUCTURAL,0.12,0.88,0.3,2.5
ZIPLINE-0648,COMPLEXITY,0,1,0,2
ZIPLINE-0648,STRAIN,0,1,0,1.75
WING-U-S-0649,STRUCTURAL,0.2,0.8,0.5,2.5
WING-U-S-0649,COMPLEXITY,0,1,0,2
WING-U-S-0649,STRAIN,0,1,0,1.75
MATTERNET-0650,STRUCTURAL,0.2,0.8,0.5,2.5
MATTERNET-0650,COMPLEXITY,0,1,0,2
MATTERNET-0650,STRAIN,0,1,0,1.75
SKYCELL-0651,STRUCTURAL,0.2,0.8,0.5,2.5
SKYCELL-0651,COMPLEXITY,0,1,0,2
SKYCELL-0651,STRAIN,0,1,0,1.75
LOGMORE-0652,STRUCTURAL,0.12,0.88,0.3,2.5
LOGMORE-0652,COMPLEXITY,0,1,0,2
LOGMORE-0652,STRAIN,0,1,0,1.75
TIVE-0653,STRUCTURAL,0.12,0.88,0.3,2.5
TIVE-0653,COMPLEXITY,0,1,0,2
TIVE-0653,STRAIN,0,1,0,1.75
PROJECT44-0654,STRUCTURAL,0.2,0.8,0.5,2.5
PROJECT44-0654,COMPLEXITY,0,1,0,2
PROJECT44-0654,STRAIN,0,1,0,1.75
FOURKITES-0655,STRUCTURAL,0.12,0.88,0.3,2.5
FOURKITES-0655,COMPLEXITY,0,1,0,2
FOURKITES-0655,STRAIN,0,1,0,1.75
MOTIVE-0656,STRUCTURAL,0.12,0.88,0.3,2.5
MOTIVE-0656,COMPLEXITY,0,1,0,2
MOTIVE-0656,STRAIN,0,1,0,1.75
AURIC-0657,STRUCTURAL,0.12,0.88,0.3,2.5
AURIC-0657,COMPLEXITY,0,1,0,2
AURIC-0657,STRAIN,0,1,0,1.75
RECESS-0658,STRUCTURAL,0.2,0.8,0.5,2.5
RECESS-0658,COMPLEXITY,0,1,0,2
RECESS-0658,STRAIN,0,1,0,1.75
KIN-EUPHORICS-0659,STRUCTURAL,0.12,0.88,0.3,2.5
KIN-EUPHORICS-0659,COMPLEXITY,0,1,0,2
KIN-EUPHORICS-0659,STRAIN,0,1,0,1.75
GHIA-0660,STRUCTURAL,0.2,0.8,0.5,2.5
GHIA-0660,COMPLEXITY,0,1,0,2
GHIA-0660,STRAIN,0,1,0,1.75
DE-SOI-0661,STRUCTURAL,0.12,0.88,0.3,2.5
DE-SOI-0661,COMPLEXITY,0,1,0,2
DE-SOI-0661,STRAIN,0,1,0,1.75
THREE-SPIRIT-0662,STRUCTURAL,0.12,0.88,0.3,2.5
THREE-SPIRIT-0662,COMPLEXITY,0,1,0,2
THREE-SPIRIT-0662,STRAIN,0,1,0,1.75
SEED-0663,STRUCTURAL,0.2,0.8,0.5,2.5
SEED-0663,COMPLEXITY,0,1,0,2
SEED-0663,STRAIN,0,1,0,1.75
HUM-0664,STRUCTURAL,0.12,0.88,0.3,2.5
HUM-0664,COMPLEXITY,0,1,0,2
HUM-0664,STRAIN,0,1,0,1.75
CARE-OF-0665,STRUCTURAL,0.2,0.8,0.5,2.5
CARE-OF-0665,COMPLEXITY,0,1,0,2
CARE-OF-0665,STRAIN,0,1,0,1.75
RITUAL-0666,STRUCTURAL,0.12,0.88,0.3,2.5
RITUAL-0666,COMPLEXITY,0,1,0,2
RITUAL-0666,STRAIN,0,1,0,1.75
MOON-JUICE-0667,STRUCTURAL,0.2,0.8,0.5,2.5
MOON-JUICE-0667,COMPLEXITY,0,1,0,2
MOON-JUICE-0667,STRAIN,0,1,0,1.75
SAKARA-0668,STRUCTURAL,0.12,0.88,0.3,2.5
SAKARA-0668,COMPLEXITY,0,1,0,2
SAKARA-0668,STRAIN,0,1,0,1.75
DAILY-HARVEST-0669,STRUCTURAL,0,1,0,2.5
DAILY-HARVEST-0669,COMPLEXITY,0,1,0,2
DAILY-HARVEST-0669,STRAIN,0.171,0.829,0.3,1.75
FACTOR-0670,STRUCTURAL,0.2,0.8,0.5,2.5
FACTOR-0670,COMPLEXITY,0,1,0,2
FACTOR-0670,STRAIN,0,1,0,1.75
SUNBASKET-0671,STRUCTURAL,0.2,0.8,0.5,2.5
SUNBASKET-0671,COMPLEXITY,0,1,0,2
SUNBASKET-0671,STRAIN,0,1,0,1.75
PURPLE-CARROT-0672,STRUCTURAL,0.12,0.88,0.3,2.5
PURPLE-CARROT-0672,COMPLEXITY,0,1,0,2
PURPLE-CARROT-0672,STRAIN,0,1,0,1.75
TERRITORY-FOODS-0673,STRUCTURAL,0.12,0.88,0.3,2.5
TERRITORY-FOODS-0673,COMPLEXITY,0,1,0,2
TERRITORY-FOODS-0673,STRAIN,0,1,0,1.75
TRIFECTA-0674,STRUCTURAL,0.12,0.88,0.3,2.5
TRIFECTA-0674,COMPLEXITY,0,1,0,2
TRIFECTA-0674,STRAIN,0,1,0,1.75
